"Name","Account #.","Our Code","Sub","Cust/Vend" as text,"Cust/Vend","Type","Region","Rating","Priority","Approved" as text,"Approved","Hold" as text,"Hold","Alt 1","Alt 2","Alt 3","Alt 4","Address1","Address2","Address3","City","State","Zip","Country","County","Phone1" as text,"Phone1","Fax1" as text,"Fax1","Phone2" as text,"Phone2","Fax2" as text,"Fax2","E-Mail","Contact","S.Person-1","S.Person-1 Name","S.Person-2","S.Person-3","S.Person-4","S.Person-5","1099 Form" as text,"1099 Form","Customer Currency","Tax ID#","Resale Cert","GL Account"
"MKB Machine & Tool LLC",="551","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="660 Four Rod Rd ","BLDG #3","","Berlin","CT",="06037","","","828 - 5728",="828 - 5728",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Mod-A-Can, Inc. ",="609","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="178 Miller Place ","","","Hicksville","NY",="11801","","","931 - 7700",="931 - 7700",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Moor Metals Inc","M00024","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Kuniholm Drive","****  DO NOT SHIP WITH PRODUCTION PAPERWORK ***","","Holliston","MA",="01746","United States","","429-9446",="429-9446","429-9452",="429-9452",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Moore Engineering",="113","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","124 Research Drive STE. C","","","Milford","CT",="06460","","","767-6146",="767-6146",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"MRS",="588","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"MS Design CT Inc","M00023","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="118 Bowers Hill Rd","","","Oxford","CT",="06478","United States","","881-1848",="881-1848",,"",,"",,"","m_martovich@comcast.net",="0001","JL","Joe Lafantano","","","","","No","N","USD",="27-264-7197",="50826486-001",="4000-00-00"
"MW INC",="261","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="222 E 32nd St","","","Los Angeles","CA",="90011","","","670-0209",="670-0209",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Nason Machine Co. ",="482","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Neo Set Design",="778","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="140 Bradley Rd","","","Woodbridge","CT",="06525","","","661 - 9001",="661 - 9001",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="27-161671","",="4000-00-00"
"Nerjan Development Company","D00023","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="101 West Ave","","","Stamford","CT",="06902","United States","","325-3228",="325-3228","324-5744",="324-5744",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="81-4819124","",="4000-00-00"
"NESSteel, Inc.",="653","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="83 Gerber Drive","","","Tolland","CT",="06084","","","875-2900",="875-2900",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="3546041-000","",="4000-00-00"
"New Designz Inc.",="508","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="278 Sandbank Road","","","Chesire","CT",="06410","","","439-2079",="439-2079",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="07-498-0243",="2244515-001",="4000-00-00"
"New England Airfoil Products Inc.",="430","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="36 Spring Lane ","","","Farmington","CT",="06032","","","677-1376",="677-1376","860 - 677 - 4720",="860 - 677 - 4720",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="81-0765283",="67144923-001",="4000-00-00"
"New England Truck Design",="202","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="275 Leominster Road","","","Sterling","MA",="01564","","","422-8870",="422-8870","422-8871",="422-8871",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"New Horizon Machine Co","N00002","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="36 Ludlow Street","","","Stamford","CT",="06902","United States","","316-9355",="316-9355",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="133071835","",="4000-00-00"
"Newburgh Metals Inc.",="490","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="75 Pierces Rd","","","Newburgh","NY",="12550","","","565-7222",="565-7222",,"",,"",,"","",="0002","JL","Joe Lafantano","","","","","No","N","USD",="20-5276851",="20-5276851",="4000-00-00"
"Newtown Electric",="590","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"NextGen LLC.",="476","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Puzzle Lane Unit 5","","","Newton","NH",="03858","","","712-5300",="712-5300",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="84-2133540","",="4000-00-00"
"Nexus (Amphenol NEXUS Technologies )",="631","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"NJK Automotive LLC",="305","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","75  S. Main St","","","Newtown","CT",="06470","","","426-0140",="426-0140",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"NN, Inc. | Power Solutions Division ",="155","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="50 Earls Way","","","Franklin","MA",="02038","","","528-6500",="528-6500","528-6565",="528-6565",,"",,"","",="0003","BT","Bob Thompson","","","","","No","N","USD",="62-1096725","",="4000-00-00"
"Noel Burgos",="855","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="101 Beverly Ave","","","Waterbury","CT",="06704","","",,"",,"",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"North Easton Machine",="205","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="218 Elm Street","","","North Easton","MA",="02356","","","238-6219",="238-6219","238-7917",="238-7917",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-2441019","",="4000-00-00"
"North Park Metalworkers, Inc. ",="495","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1133 Kings Hwy","","","Saugerties","NY",="12477","","","247-7871",="247-7871",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="14-1550526",="14-1550526",="4000-00-00"
"Northeast Quality Service",="176","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="14 Alcap Ridge","","","Cromwell","CT",="06416","","","632-7242",="632-7242",,"",,"",,"","",="0004","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"NorthEastern Sheet Metal Co., Inc. ",="846","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="6 Niblick Rd","","","Enfield","CT",="06082","","","265 - 3805",="265 - 3805","860 - 265 - 3815",="860 - 265 - 3815",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1429181","",="4000-00-00"
"NORTHSTAR STEEL & ALUMINUM INC",="811","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="205 BOUCHARD STREET","","","MANCHESTER","NH",="03108","","","668-3600",="668-3600",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="02-0279631","",="4000-00-00"
"Noujaim Tool Co,. Inc.",="102","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","412 Chase River Rd.","","","Waterbury","CT",="06704","","","753-4441",="753-4441","753-4442",="753-4442",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Nova Precision Product Inc.",="565","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="160 Franklin Ave","","","Rockaway","NJ",="07866","","","937-625-1586",="937-625-1586","973-586-2434",="973-586-2434",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","",="222098234/000",="4000-00-00"
"NSA Industries, LLC.",="254","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="815 Industrial Parkway","","","Lyndonville","VT",="05851","","","751-3144",="751-3144",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Nymar Precision Products, LLC",="539","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="215 Route 10","","","Randolph","NJ",="07869","","","366-7265",="366-7265",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Oakville Quality Products llc.",="128","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","1495 Thomaston Ave. ","UNIT #2","","Waterbury","CT",="06704","","","757-5525",="757-5525","757-4366",="757-4366",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Olson Brothers Company",="477","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="272 Camp Street","","","Plainville","CT",="06062","","","747-6844",="747-6844",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1072452",="3470606-000",="4000-00-00"
"Olympic EDM & Waterjet",="628","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="20 Kiel Ave","","","Butler ","NJ",="07405","","","492 - 0664",="492 - 0664","973 - 492 - 9623",="973 - 492 - 9623",,"",,"","info@olympicedm.com",="0001","EP","Edward Pantalena","","","","","No","N","USD",="22-3453514",="22-3453514000",="4000-00-00"
"Online Metals",="796","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="8001 ThyssenKrupp Parkway","1848 Westlake Ave. North Suita A","Seattle WA 98109","Northwood","OH",="43619","","","704 - 2157",="704 - 2157",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="26-0587304",="60093069-001",="4000-00-00"
"OPEX",="634","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="305 Commerce Dr","","","Moorestown","NJ",="08057","","","727 - 1100",="727 - 1100",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="22-2013892","",="4000-00-00"
"Orange Research, Inc",="500","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Otis Products Inc. dba Otis Technology",="697","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="6987 Laura Street","","","Lyons Falls","NY",="13368","","","348 - 4300",="348 - 4300",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD",="16-1367664",="16-1367664",="4000-00-00"
"P&S Manufacturing LLC","P00003","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="225 Wheeler Ave","","","Bridgeport","CT",="06606","United States","","612-1525",="612-1525",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","",="32-0421669",="4000-00-00"
"Package One Inc.",="118","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="414 Union Street","","","Schenectady","NY",="12305","","","348-8745",="348-8745",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="20-3983077","",="4000-00-00"
"PADERIA & LUNCHEONETTE KI-DELICIA LLC",="327","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="200 Beers Street","","","Bridgeport","CT",="06606","","","870-4414",="870-4414",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Palladin",="810","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="57 Bristol Street","","","Waterbury","CT",="06708","","","574-0246",="574-0246",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Paradigm Precision",="740","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Parker Hannifin Corporation                               ",="359","",="1","Customer","C",="009","","","","Yes","Y","No","N","","","","",="8145 Lewis Road","","","Golden Valley","MN",="55427","","",,"",,"",,"",,"","GARRY.ROBINSON@PARKER.COM",="0001","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Parker Medical, Inc",="262","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="43 Old Ridgebury Road","","","Danbury","CT",="06810","","","350-4304",="350-4304","860-350-3432",="860-350-3432",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Pawtuckaway Machine LLC",="748","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","","642 - 5674",="642 - 5674",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"PDQ Inc.",="566","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","24 Evans, Rd.","","","Rocky Hill","CT",="06067","","","529-9051",="529-9051",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Penn Engineering ",="718","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2400 Lowery Street","","","Winston Salem","NC",="27101","","","726-2792",="726-2792",,"","336 - 777 - 1346",="336 - 777 - 1346",,"","","","RE","Russell Earls","","","","","No","N","USD",="23-0951065",="3432335",="4000-00-00"
"Penn Globe",="599","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Pennsylvania Steel Company Inc",="820","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="999 South Oyster Bay Road - BLDG #308","","","Bethpage","NY",="11714","","","597-5028",="597-5028",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="46-1035075","",="4000-00-00"
"Perry Technology Corporation",="399","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="120 Industrial Park Road","","","New Hartford","CT",="06057","","","738-2525",="738-2525","738-2426",="738-2426",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1154891",="4374559-000",="4000-00-00"
"Peter Paul Electronics Co. Inc.",="362","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="480 John Downey Drive","PO Box 1180","","New Britain","CT",="06051","","","229-4884",="229-4884","223-1734",="223-1734",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-0811946","",="4000-00-00"
"Petit Tool & Manufacturing Co",="693","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1387 Waterbury Rd","","","Thomaston","CT",="06787","","","283-9626",="283-9626","860-283-6860",="860-283-6860",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","",="4300356-000",="4000-00-00"
"Philips Healthcare",="632","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","3000 Minuteman Rd. ","Suite 201","","Andover","MA",="01810","","","978-659-4943",="978-659-4943",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Phoenix Lighting",="741","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","MB","Mike Butsch","","","","","No","N","USD","","",="4000-00-00"
"Phoenix Metals Company",="798","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4685 Buford Highway","","","Peachtree Corners","GA",="30071","","","409-7632",="409-7632",,"","770 - 447 - 4211",="770 - 447 - 4211",,"","","","JG","Jason Ganser","","","","","No","N","USD",="58-1455083",="067-103423",="4000-00-00"
"Photonix",="772","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="48 Washington Ave","","","Endicott ","NT",="13760","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"PIC Design, Division of RBC Bearings ",="813","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","86 Benson Rd. ","","","Middlebury","CT",="06762","","","758-8272",="758-8272",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Pioneer Valley Machine, Inc. ",="456","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","121 Summit Lock Rd., Suite 2","","","Westfield","MA",="01085","","","204-0358",="204-0358",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","",="20-1400361",="4000-00-00"
"PK Precision Machining LLC.",="720","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="7 Mathews Ave","","","Riverdale","NJ",="07457","","","925-2020",="925-2020","973 - 925 - 2010",="973 - 925 - 2010",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="472273187",="54:32B-8:13A",="4000-00-00"
"PLEASANT STREET AUTOBODY & REPAIR INC",="647","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="650 NEW LUDLOW ROAD","","","SOUTH HADLEY","MA",="01075","","","413-532-9898",="413-532-9898",,"",,"",,"","","","","","","","","","No","N","USD","","",="5130-00-00"
